5.657149553142696297e-01, 5.657149553142696297e-01, 5.657149553142696297e-01, 5.657149553142696297e-01, 5.657149553142696297e-01, 5.657149553142696297e-01, 5.657149553142696297e-01, 5.657149553142696297e-01, 5.657149553142696297e-01, 7.590118099606903979e-01
-1.987941692415811368e-01, -1.987941692415811368e-01, -1.987941692415811368e-01, -1.987941692415811368e-01, -1.987941692415811368e-01, -1.987941692415811368e-01, -1.987941692415811368e-01, -1.987941692415811368e-01, -1.987941692415811368e-01, -5.497314595164614313e-03
4.292322896905049756e-01, 4.292322896905049756e-01, 4.292322896905049756e-01, 4.292322896905049756e-01, 4.292322896905049756e-01, 4.292322896905049756e-01, 4.292322896905049756e-01, 4.292322896905049756e-01, 4.292322896905049756e-01, 6.225291443369187494e-01
4.225279644067159723e-01, 4.225279644067159723e-01, 4.225279644067159723e-01, 4.225279644067159723e-01, 4.225279644067159723e-01, 4.225279644067159723e-01, 4.225279644067159723e-01, 4.225279644067159723e-01, 4.225279644067159723e-01, 6.158248190531253607e-01
1.946905761227456233e-01, 1.946905761227456233e-01, 1.946905761227456233e-01, 1.946905761227456233e-01, 1.946905761227456233e-01, 1.946905761227456233e-01, 1.946905761227456233e-01, 1.946905761227456233e-01, 1.946905761227456233e-01, 3.879874307691715263e-01
2.324642202142896685e-01, 2.324642202142896685e-01, 2.324642202142896685e-01, 2.324642202142896685e-01, 2.324642202142896685e-01, 2.324642202142896685e-01, 2.324642202142896685e-01, 2.324642202142896685e-01, 2.324642202142896685e-01, 4.257610748607000284e-01
3.547151872983567156e-01, 3.547151872983567156e-01, 3.547151872983567156e-01, 3.547151872983567156e-01, 3.547151872983567156e-01, 3.547151872983567156e-01, 3.547151872983567156e-01, 3.547151872983567156e-01, 3.547151872983567156e-01, 5.480120419447660485e-01
3.791526896836751592e-01, 3.791526896836751592e-01, 3.791526896836751592e-01, 3.791526896836751592e-01, 3.791526896836751592e-01, 3.791526896836751592e-01, 3.791526896836751592e-01, 3.791526896836751592e-01, 3.791526896836751592e-01, 5.724495443300913200e-01
-2.685787685088018573e-01, -2.685787685088018573e-01, -2.685787685088018573e-01, -2.685787685088018573e-01, -2.685787685088018573e-01, -2.685787685088018573e-01, -2.685787685088018573e-01, -2.685787685088018573e-01, -2.685787685088018573e-01, -7.528191386238790306e-02
3.472196463800245048e-01, 3.472196463800245048e-01, 3.472196463800245048e-01, 3.472196463800245048e-01, 3.472196463800245048e-01, 3.472196463800245048e-01, 3.472196463800245048e-01, 3.472196463800245048e-01, 3.472196463800245048e-01, 5.405165010264377790e-01
