-4.938984962456568345e-02, -7.730058314228874794e-01, -5.371907143035684062e-02, -1.658114110307342542e-02, -9.141349306276910780e-02, -2.734924260085135339e-01, -1.146793575344016020e-01, 1.082642801551209621e-01, -5.842737466494941911e-02, -9.702716983047580956e-02
3.759910956719385022e-01, 1.376527212374916709e-01, -1.644378304273094726e-01, -2.017306293262916689e-02, -1.627209376072281666e-01, 2.195815555922087658e-01, 1.906984080458032707e-02, -4.985379713203436786e-02, 3.318167514951499975e-01, -2.256571828870951035e-01
5.894129700081154194e-02, 8.097804973672084045e-03, -1.580716243917088815e-01, 4.090292701974946460e-02, -4.014614608009206553e-02, -4.416521635112433120e-01, -3.370759146073470935e-01, -3.776759868352406735e-01, 6.503963073757665359e-02, -1.402243717698421210e-01
1.168068306477308693e-01, -3.948838931351353332e-01, -1.246573862833387919e-01, 1.414108814587634044e-01, 8.115416984171999748e-02, -4.828923023214941046e-01, -1.610910123880044120e-01, 1.531894785904640288e-01, -4.042006003912060885e-01, -9.655856726843405069e-02
2.085874327336973144e-01, -3.514445337241198786e-01, -3.898590962296887286e-01, 3.044825490852819463e-02, 1.482707713175513697e-01, 1.891641556012763625e-01, 1.942565493233786023e-02, -2.720257263570486916e-01, 1.402392026325538152e-02, 9.521941779438958600e-03
2.453586693443307043e-01, -6.788856905867114711e-02, 9.011025114843118633e-02, -4.838238339865728044e-01, -2.391071404025029920e-02, -2.798561574592111079e-01, -2.049207599494977383e-01, -2.639274737212980032e-02, 2.376978291686968059e-01, 2.994404000940320554e-01
-7.385198602870007845e-02, -1.484331023335550004e-01, -9.575071627659820228e-02, 6.736960513018028229e-02, -1.824345956236162261e-02, -3.005066963713378669e-01, -1.461157984641202334e-02, 1.658065923839320902e-02, -1.142019695260186041e-01, 5.664476288859905673e-02
1.150399765379779282e-01, -5.988997455830618044e-01, -9.182524326999352837e-02, -6.954228589535284277e-02, -1.554553107229096898e-01, -7.997116154852877690e-02, -1.590870874101343591e-01, 7.603612810288637447e-02, 4.152826733818645172e-02, -4.835231044844275766e-02
-9.358927753906667868e-02, 3.570637231555409685e-01, -1.306325497536321711e-01, 1.348463708647142378e-01, 4.541490117229006196e-01, 5.824622180240327657e-02, -2.249770574015227675e-01, -2.867086443569791809e-01, 2.593379389236244448e-01, -1.810991359659911426e-01
-2.117154661085372258e-01, 1.109299161324694277e-01, 2.803226903614666060e-02, 2.880008044893785785e-02, -4.943445064548388640e-02, -4.101545934671099181e-01, -6.784371732635575969e-02, -3.707947539611974319e-01, 5.788563187435404045e-02, -1.197038308685476615e-01
-7.644802244844084438e-02, 2.886964217396822963e-01, 5.909380712166423244e-02, 1.852731264951963108e-01, -2.707924756601836624e-01, 1.206730705746129201e-01, -4.626200396000224035e-01, -3.603625603568055835e-01, 3.036797965856998238e-01, 2.071543520261700799e-01
-1.366155106751483495e-01, -1.071285988509248777e-01, -2.967030088408821320e-01, -2.329830708123493688e-01, -9.176999411436549681e-02, -9.370855481595087577e-02, -3.146094464235939525e-01, -1.430406380980900616e-01, -8.881586839101489328e-02, -2.454999214340577163e-01
1.842310694043045316e-01, 1.733754414241183983e-01, -6.573700490323737544e-02, 1.694959908769878842e-01, -2.674231173864495825e-01, 1.012948297952280391e-01, 6.015793802862573481e-02, -4.801145156351011578e-01, 2.466480543686177251e-01, 3.080848941082325321e-01
1.820874389243629099e-01, -8.635893452974352513e-02, 2.297172046621937371e-04, -2.577303561097304407e-01, -2.953169554317285894e-01, -2.044771557585010890e-01, -4.003224105531852026e-03, -5.338682939370122116e-02, 3.069580281841993719e-01, 1.362018454123509192e-01
4.128471626121048982e-02, -2.653970720319993593e-01, 2.312390005581626551e-01, -1.934507527131042182e-01, 1.199938337013391754e-01, 1.796555218991237601e-01, 1.780130512381127850e-01, 2.150131076222808885e-03, 1.562799698332124065e-01, 3.993826416512433197e-02
-1.284513935814107499e-01, -6.066796497136024008e-02, -1.336655782452255692e-01, 1.813941334050943044e-01, 1.201078013951445006e-01, -2.938381079650732586e-01, 1.219274239949839087e-03, -2.603272868859472788e-02, 5.631444038445566208e-02, -1.037932400979012515e-01
-1.752271726537366348e-01, 1.256480996679030238e-01, -4.071895856349610487e-01, 4.332010780115324450e-02, 7.940344976501040319e-02, 3.179207225484058374e-02, -3.241872560513665846e-02, -1.216898708061912027e-01, 1.756731086063721345e-02, -1.062180813239571586e-01
2.909260473942280878e-02, -2.381353396510893783e-01, -4.209297853746941098e-01, -1.181450677769183000e-01, -5.839834769643472562e-02, -1.612717152803170850e-01, -2.668434161993488707e-01, 6.060557638156959664e-02, 1.532036083889924127e-01, 1.284280525610834722e-01
-2.045003744930555256e-01, 2.110946550550104120e-02, -1.130796897750630109e-01, -1.458662821277410988e-02, 2.057305469067781042e-02, 1.006689995401278126e-01, -4.952315206102819375e-03, -9.219492578537170913e-02, -8.054542683691008620e-02, -3.334461283034130530e-02
-1.936762401945054113e-01, -9.044731118929186242e-03, -2.117136398934151564e-01, -3.051432126733696903e-01, -1.444482825824847105e-01, -1.739514704933894096e-01, -3.086237688441540936e-02, -3.956991467182856548e-01, -9.433371599278120301e-02, -1.059276744499215994e-01
-1.199172048990291770e-02, -1.507198619115148741e-01, 9.596934768541071081e-02, -3.620522296320798361e-01, -3.172633987521027155e-02, -9.280814062117356822e-02, -1.562764659332811779e-01, -1.712567785846544344e-01, -3.735871656198943014e-01, -1.821029523193762323e-01
-4.740907062888165963e-02, -1.630110817911993859e-01, 1.112507614843823017e-01, 8.932798532167338101e-02, 1.461325169047606731e-01, 1.988314243743589255e-02, -6.791193128140987634e-02, 1.081719025536587581e-01, -3.639169384782569017e-01, 1.171176381270536276e-01
-1.950600001427488695e-04, 4.681511118237101365e-02, -1.212225158338340048e-01, -3.668856071687497805e-03, -3.422597822973843379e-02, -6.100521987262155083e-02, 8.976728152579656339e-02, -4.641748774986020204e-02, 1.167493212240739292e-01, -6.725395184273989801e-02
-1.293385393296015151e-01, 9.977944671863789305e-02, -5.372023417023804592e-01, -5.772122429089835416e-01, -6.131023070443803596e-02, 2.213311112769149602e-01, 1.687657121980452313e-01, -1.527363347111900804e-01, 1.372181763188312087e-01, 1.164309001120053810e-01
3.390011235316808813e-02, 4.219043153185024486e-02, -4.210803880687433165e-01, -4.132306197345868987e-02, -2.543607953311763370e-01, -2.917044413644833689e-01, 6.443519506738525082e-02, 3.366425903102718969e-02, -5.555866122803487794e-02, -4.270951507539780256e-02
1.323520505189633434e-01, -8.982148783636291489e-02, 1.388843387312360400e-01, -1.648843741896562354e-01, -1.054107506214867485e-01, 7.591565354542613442e-02, -1.009101782331807695e-01, 4.443860034536940007e-01, 7.012420617941153567e-02, -7.211616550557259364e-02
-3.887112247420587002e-02, -4.455487829519540477e-01, -5.371012419452104725e-01, -4.590249462739439679e-01, 1.884904858054041177e-01, -1.770162286071419455e-02, 1.428198963647158981e-01, 1.480063804298347163e-01, 2.398318898897927251e-02, 4.394736098617663123e-01
6.705273948442372345e-02, 2.402623409004988123e-02, -8.846469375456625373e-02, 1.216322437929147869e-02, -2.171585301692172676e-01, -9.701108461278547257e-02, -1.073724013586001280e-01, 8.141649029730203824e-02, -3.339573814565750531e-01, -3.299991320737321460e-02
-1.250911378801929652e-01, -2.808732288779625108e-01, -1.255444712078835623e-01, 7.299658122942069560e-02, 1.605614546734517589e-01, -9.181632546597115474e-02, 1.300380754334092004e-01, -1.702151520885460401e-01, 2.803960671822392503e-01, -2.342128609946455553e-01
-2.094825738968323636e-01, 1.444992163062688573e-01, -4.353318470531962470e-03, -1.075777977614090532e-02, -1.543388424552350202e-01, 1.936467153994844703e-01, 3.179643198890241829e-02, 2.782711863508073868e-01, -4.741162536623417245e-01, -8.104552683242564892e-02
-1.141021599073529375e-01, -3.091130058761388799e-01, -1.043425906084146648e-01, 6.425995563324991000e-01, -1.397067368896134920e-01, 7.303197144367679083e-02, 1.554218861312010695e-02, 2.813679324570608764e-01, -2.273539488221647253e-01, -1.002535555559075781e-01
3.767813884800074731e-01, 2.392610739163265887e-02, 1.169461547995414297e-01, 1.054047412652794058e-01, 2.146314761574378421e-02, -3.659595353712885579e-02, -8.579922231611089578e-02, 2.231997884528957032e-01, 6.176786729671309567e-02, -5.856731875215800964e-02
